# number of EEPs, cols =  1518   34
#   1                               2                               3                               4                               5                               6                               7                               8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34
# EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                        log_Teff                           log_g                           log_L                     [Fe/H]_init              [Fe/H]           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V       Gaia_G_DR2Rev      Gaia_BP_DR2Rev      Gaia_RP_DR2Rev          Gaia_G_MAW        Gaia_BP_MAWb        Gaia_BP_MAWf         Gaia_RP_MAW                TESS         Gaia_G_EDR3        Gaia_BP_EDR3        Gaia_RP_EDR3               phase
  311         9.0000000000000000E+000         1.0564271506041216E+000         1.0563875473958930E+000         3.7737365367797642E+000         4.4740554179580059E+000         3.7494402325600563E-002         0.0000000000000000E+000            0.023274            5.272612            5.243971            4.655513            4.313643            4.006734            3.618923            3.314692            3.282095            4.468981            4.825428            4.763612            5.355786            4.723215            4.556192            4.846834            4.100910            4.524107            4.818594            4.841844            4.083629            4.095666            4.544965            4.834159            4.095464            0.000000
  312         9.0000000000000000E+000         1.0661832329573855E+000         1.0661417527934052E+000         3.7759808820565723E+000         4.4669720561754636E+000         5.7519070074851214E-002         0.0000000000000000E+000            0.022128            5.201364            5.181884            4.602450            4.264872            3.961345            3.579499            3.280110            3.248307            4.418750            4.769677            4.709413            5.290748            4.669334            4.505355            4.791521            4.054859            4.473326            4.763423            4.786226            4.037595            4.049685            4.494103            4.778965            4.049477            0.000000
  313         9.0000000000000000E+000         1.0764469302452335E+000         1.0764033931707058E+000         3.7783043214242236E+000         4.4594921731266872E+000         7.8419800471573667E-002         0.0000000000000000E+000            0.020760            5.127813            5.117349            4.547206            4.214016            3.914038            3.538327            3.243921            3.212924            4.366489            4.711671            4.652990            5.223233            4.613249            4.452430            4.733964            4.006862            4.420480            4.706006            4.728353            3.989616            4.001757            4.441150            4.721526            4.001548            0.000000
  314         9.0000000000000000E+000         1.0866668374306374E+000         1.0866211584658660E+000         3.7806150738701882E+000         4.4519935643878954E+000         9.9270873261389031E-002         0.0000000000000000E+000            0.019317            5.055180            5.053207            4.492238            4.163363            3.866942            3.497290            3.207808            3.177594            4.314466            4.653995            4.596842            5.156190            4.557451            4.399732            4.676703            3.959078            4.367861            4.648879            4.670778            3.941850            3.954036            4.388423            4.664375            3.953830            0.000000
  315         9.0000000000000000E+000         1.0968515058788764E+000         1.0968035976250752E+000         3.7829151274749933E+000         4.4444694054151510E+000         1.2009050350860809E-001         0.0000000000000000E+000            0.017802            4.983397            4.989412            4.437510            4.112908            3.820022            3.456356            3.171735            3.142284            4.262587            4.596621            4.540927            5.089563            4.501905            4.347189            4.619698            3.911471            4.315387            4.592000            4.613458            3.894261            3.906488            4.335857            4.607473            3.906290            0.000000
  316         9.0000000000000000E+000         1.1113274441272838E+000         1.1112761967038838E+000         3.7860857647404242E+000         4.4338270140994265E+000         1.4911267290212593E-001         0.0000000000000000E+000            0.015035            4.884610            4.901055            4.361523            4.042789            3.754769            3.399273            3.121280            3.092857            4.190415            4.517035            4.463281            4.997310            4.424797            4.274117            4.540569            3.845269            4.242393            4.513036            4.533891            3.828083            3.840358            4.262761            4.528478            3.840178            0.000000
  317         9.0000000000000000E+000         1.1243559972446648E+000         1.1243015901508815E+000         3.7888917620482481E+000         4.4242348803138567E+000         1.7499527800369261E-001         0.0000000000000000E+000            0.012143            4.797671            4.822659            4.293995            3.980437            3.696724            3.348386            3.076202            3.048664            4.126176            4.446371            4.394273            4.915562            4.356286            4.209105            4.470274            3.786379            4.177434            4.442878            4.463208            3.769214            3.781525            4.197733            4.458292            3.781369            0.000000
  318         9.0000000000000000E+000         1.1323954608438032E+000         1.1323390262987370E+000         3.7905952914872385E+000         4.4183247128917875E+000         1.9080883355663070E-001         0.0000000000000000E+000            0.010055            4.745059            4.774935            4.252847            3.942429            3.661332            3.317304            3.048620            3.021608            4.086992            4.403329            4.352221            4.865851            4.314542            4.169466            4.427453            3.750470            4.137823            4.400134            4.420149            3.733317            3.745646            4.158088            4.415531            3.745509            0.000000
  319         9.0000000000000000E+000         1.1411471321318680E+000         1.1410883891701313E+000         3.7924399372599229E+000         4.4118582913070652E+000         2.0800908831381396E-001         0.0000000000000000E+000            0.007620            4.688275            4.723166            4.208168            3.901148            3.622888            3.283500            3.018589            2.992138            4.044418            4.356611            4.306562            4.811977            4.269222            4.126416            4.380972            3.711463            4.094797            4.353734            4.373413            3.694324            3.706669            4.115033            4.369112            3.706556            0.000000
  320         9.0000000000000000E+000         1.1536111923147752E+000         1.1535490468862077E+000         3.7950118639230466E+000         4.4027377236517768E+000         2.3212346270679862E-001         0.0000000000000000E+000            0.003624            4.609377            4.650818            4.145668            3.843394            3.569093            3.236126            2.976442            2.950757            3.984828            4.291276            4.242697            4.736773            4.205831            4.066194            4.315980            3.656879            4.034604            4.288845            4.308062            3.639759            3.652118            4.054809            4.304199            3.652046            0.000000
  321         9.0000000000000000E+000         1.1674002234906682E+000         1.1673341042974206E+000         3.7978252882705732E+000         4.3926934515904472E+000         2.5857997795153648E-001         0.0000000000000000E+000           -0.001381            4.523729            4.571705            4.077270            3.780190            3.510231            3.184223            2.930215            2.905347            3.919603            4.219790            4.172806            4.654654            4.136465            4.000301            4.244884            3.597145            3.968747            4.217852            4.236574            3.580044            3.592413            3.988917            4.233179            3.592393            0.000000
  322         9.0000000000000000E+000         1.1815816615572852E+000         1.1815112679506652E+000         3.8006858616788848E+000         4.3824432966686837E+000         2.8552544389326673E-001         0.0000000000000000E+000           -0.007303            4.437498            4.491484            4.007849            3.716037            3.450486            3.131475            2.883177            2.859116            3.853441            4.147260            4.101854            4.571446            4.066064            3.933391            4.172733            3.536510            3.901901            4.145795            4.164022            3.519429            3.531798            3.922004            4.161094            3.531840            0.000000
  323         9.0000000000000000E+000         1.2153815322798889E+000         1.2152999349468512E+000         3.8073280051880616E+000         4.3584610327829818E+000         3.4831587589270652E-001         0.0000000000000000E+000           -0.028149            4.239733            4.305891            3.847193            3.567660            3.312309            3.009165            2.773796            2.751554            3.700447            3.979376            3.937581            4.379248            3.903141            3.778401            4.005741            3.396249            3.747116            3.978993            3.996087            3.379213            3.391549            3.766997            3.994225            3.391770            0.000000
  324         9.0000000000000000E+000         1.2330010727315612E+000         1.2329131047502313E+000         3.8107224150564232E+000         4.3463115893192796E+000         3.8028941584658160E-001         0.0000000000000000E+000           -0.038457            4.141129            4.211844            3.765566            3.492306            3.242233            2.947095            2.718312            2.696933            3.622735            3.894145            3.854140            4.282203            3.820371            3.699626            3.920995            3.325078            3.668445            3.894313            3.910864            3.308064            3.320362            3.688217            3.909514            3.320698            0.000000
  325         9.0000000000000000E+000         1.2620774653299458E+000         1.2619779131563149E+000         3.8162398135413826E+000         4.3268885283972596E+000         4.3190936146122327E-001         0.0000000000000000E+000           -0.037611            3.986748            4.060070            3.632507            3.369306            3.128206            2.846349            2.628808            2.608603            3.495980            3.755733            3.718406            4.125873            3.685540            3.571323            3.783413            3.209152            3.540280            3.756746            3.772562            3.192175            3.204386            3.559923            3.771909            3.204941            0.000000
  326         9.0000000000000000E+000         1.2867420830544865E+000         1.2866316329972292E+000         3.8208821181789148E+000         4.3110375245897945E+000         4.7472540596987967E-001         0.0000000000000000E+000           -0.021096            3.862554            3.934022            3.521012            3.266160            3.032952            2.762512            2.554877            2.535464            3.389778            3.640154            3.604876            3.996729            3.572633            3.464013            3.668554            3.112197            3.433090            3.641821            3.657140            3.095251            3.107364            3.452634            3.656965            3.108137            0.000000
  327         9.0000000000000000E+000         1.3044001623589625E+000         1.3042812624737872E+000         3.8241404531623213E+000         4.3000568870539908E+000         5.0465938655605347E-001         0.0000000000000000E+000           -0.008757            3.776779            3.846094            3.443091            3.194124            2.966525            2.704047            2.503347            2.484443            3.315574            3.559396            3.525551            3.906860            3.493732            3.389063            3.588346            3.044542            3.358232            3.561550            3.576542            3.027617            3.039644            3.377704            3.576681            3.040589            0.000000
  328         9.0000000000000000E+000         1.3228204796279364E+000         1.3226921988288352E+000         3.8274766083184026E+000         4.2889582238815960E+000         5.3519294693803532E-001         0.0000000000000000E+000            0.001810            3.689856            3.756683            3.363864            3.120969            2.899134            2.644686            2.450972            2.432568            3.240149            3.477225            3.444881            3.815591            3.413500            3.312862            3.506795            2.975871            3.282130            3.479927            3.494589            2.958967            2.970887            3.301528            3.495046            2.972028            0.000000
  329         9.0000000000000000E+000         1.3400294294645154E+000         1.3398918130752291E+000         3.8305632703896433E+000         4.2787872653691013E+000         5.6332739255058084E-001         0.0000000000000000E+000            0.008845            3.610264            3.674625            3.291172            3.053946            2.837455            2.590284            2.402894            2.384938            3.170971            3.401758            3.370848            3.731802            3.339874            3.242927            3.431965            2.912984            3.212288            3.405025            3.419386            2.896100            2.907900            3.231619            3.420133            2.909244            0.000000
  330         9.0000000000000000E+000         1.3536329467851445E+000         1.3534874747684504E+000         3.8329626338002161E+000         4.2710107480576420E+000         5.8507561950621056E-001         0.0000000000000000E+000            0.012638            3.549337            3.611483            3.235209            3.002412            2.790079            2.548442            2.365860            2.348234            3.117727            3.343619            3.313844            3.667390            3.283184            3.189079            3.374367            2.864653            3.158514            3.347363            3.361498            2.847782            2.859474            3.177794            3.362464            2.860991            0.000000
  331         9.0000000000000000E+000         1.3679996720212366E+000         1.3678455567151042E+000         3.8354650056308754E+000         4.2629590995169160E+000         6.0771878602171692E-001         0.0000000000000000E+000            0.016102            3.486533            3.545976            3.177060            2.948896            2.740923            2.504977            2.327349            2.310047            3.062407            3.283206            3.254622            3.600637            3.224283            3.133127            3.314553            2.814481            3.102642            3.287474            3.301383            2.797625            2.809191            3.121868            3.302569            2.810903            0.000000
  332         9.0000000000000000E+000         1.3848556600218478E+000         1.3846908409429020E+000         3.8383590152213021E+000         4.2536762405817168E+000         6.3389627171845031E-001         0.0000000000000000E+000            0.019334            3.414515            3.470470            3.109970            2.887191            2.684288            2.454847            2.282891            2.265944            2.998586            3.213490            3.186297            3.523762            3.156322            3.068571            3.245566            2.756652            3.038180            3.218394            3.232050            2.739811            2.751220            3.057345            3.233481            2.753170            0.000000
  333         9.0000000000000000E+000         1.4047836178273336E+000         1.4046054113024429E+000         3.8417220416105282E+000         4.2430698728688281E+000         6.6415657776100701E-001         0.0000000000000000E+000            0.022096            3.331656            3.383299            3.032536            2.816060            2.619089            2.397150            2.231737            2.215190            2.924961            3.132986            3.107425            3.435050            3.077871            2.994081            3.165942            2.690042            2.963803            3.138655            3.152023            2.673220            2.684430            2.982897            3.153735            2.686673            0.000000
  334         9.0000000000000000E+000         1.4232113003317746E+000         1.4230199627376157E+000         3.8447035098938724E+000         4.2333603566120068E+000         6.9145084635683229E-001         0.0000000000000000E+000            0.024068            3.257108            3.304800            2.962730            2.751901            2.560243            2.344963            2.185368            2.169172            2.858560            3.060432            3.036333            3.355191            3.007155            2.926904            3.094187            2.629925            2.896727            3.066792            3.079906            2.613117            2.624145            2.915758            3.081866            2.626657            0.000000
  335         9.0000000000000000E+000         1.4368374859042732E+000         1.4366359840969884E+000         3.8468462000331849E+000         4.2263021257247129E+000         7.1121569211675573E-001         0.0000000000000000E+000            0.025262            3.203032            3.247893            2.912150            2.705423            2.517616            2.307165            2.151791            2.135850            2.810457            3.007856            2.984822            3.297285            2.955914            2.878237            3.042193            2.586377            2.848134            3.014720            3.027648            2.569581            2.580475            2.867118            3.029789            2.583181            0.000000
  336         9.0000000000000000E+000         1.4518518398193807E+000         1.4516386933783350E+000         3.8491779547806688E+000         4.2187472418397149E+000         7.3260506339822395E-001         0.0000000000000000E+000            0.026355            3.144421            3.186158            2.857356            2.655137            2.471553            2.266404            2.115673            2.100012            2.758392            2.950875            2.929015            3.234451            2.900393            2.825556            2.985858            2.539305            2.795534            2.958298            2.971022            2.522521            2.533272            2.814467            2.973363            2.536189            0.000000
  337         9.0000000000000000E+000         1.4685804620058620E+000         1.4683538040869140E+000         3.8517060844373519E+000         4.2104365775029713E+000         7.5600053726048233E-001         0.0000000000000000E+000            0.027422            3.080422            3.118655            2.797413            2.600122            2.421154            2.221777            2.076109            2.060748            2.701433            2.888548            2.867971            3.165760            2.839658            2.767922            2.924244            2.487799            2.737989            2.896586            2.909090            2.471030            2.481620            2.756868            2.911646            2.484771            0.000000
  338         9.0000000000000000E+000         1.4868573453087914E+000         1.4866153414433718E+000         3.8543750334649776E+000         4.2014335158360305E+000         7.8104831752975135E-001         0.0000000000000000E+000            0.028425            3.012195            3.046559            2.733300            2.541238            2.367180            2.173875            2.033541            2.018488            2.640472            2.821905            2.802683            3.092431            2.774704            2.706244            2.858363            2.432639            2.676406            2.830598            2.842872            2.415883            2.426296            2.695226            2.845654            2.429703            0.000000

