# number of EEPs, cols =  1518   34
#   1                               2                               3                               4                               5                               6                               7                               8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34
# EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                        log_Teff                           log_g                           log_L                     [Fe/H]_init              [Fe/H]           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V       Gaia_G_DR2Rev      Gaia_BP_DR2Rev      Gaia_RP_DR2Rev          Gaia_G_MAW        Gaia_BP_MAWb        Gaia_BP_MAWf         Gaia_RP_MAW                TESS         Gaia_G_EDR3        Gaia_BP_EDR3        Gaia_RP_EDR3               phase
  249         9.0000000000000000E+000         4.3294286502746659E-001         4.3294123423901149E-001         3.5608052468532398E+000         4.8710654031803085E+000        -1.5992919316357408E+000         0.0000000000000000E+000            0.038919           12.617135           11.517784           10.152561            9.194609            8.148194            7.018891            6.350286            6.152236            9.336753           10.827306           10.191895           11.803360           10.353054            9.379880           10.422189            8.393794            9.357344           10.378766           10.423821            8.373278            8.343677            9.377398           10.396639            8.374813            0.000000
  250         9.0000000000000000E+000         4.5427274894580499E-001         4.5427095718168697E-001         3.5650789340139339E+000         4.8527439602374569E+000        -1.5425153038838115E+000         0.0000000000000000E+000            0.038626           12.427474           11.318777            9.955826            9.010687            7.998427            6.890501            6.217948            6.022299            9.163299           10.631241           10.000195           11.610458           10.153540            9.210963           10.225455            8.237673            9.187620           10.182179           10.227467            8.217293            8.190448            9.207714           10.199803            8.219268            0.000000
  251         9.0000000000000000E+000         4.7009508250890952E-001         4.7009314759891785E-001         3.5686429253571648E+000         4.8377448544683723E+000        -1.4987804999346159E+000         0.0000000000000000E+000            0.038396           12.280164           11.162704            9.802019            8.867412            7.883074            6.792379            6.116162            5.922984            9.028352           10.478054            9.850398           11.459307            9.997370            9.079675           10.071636            8.116997            9.055689           10.028483           10.073957            8.096726            8.072097            9.075819           10.045912            8.099067            0.000000
  252         9.0000000000000000E+000         4.8497840133576042E-001         4.8497632520971035E-001         3.5719962591677974E+000         4.8236435568466716E+000        -1.4576454726584029E+000         0.0000000000000000E+000            0.038166           12.141537           11.016390            9.658508            8.733796            7.774979            6.699923            6.019931            5.829559            8.902126           10.335024            9.710525           11.317401            9.851578            8.956762            9.928095            8.003956            8.932198            9.885057            9.930698            7.983786            7.961155            8.952363            9.902317            7.986464            0.000000
  253         9.0000000000000000E+000         4.9968991373157867E-001         4.9968769100550309E-001         3.5753127599451195E+000         4.8097124724929792E+000        -1.4169852223416886E+000         0.0000000000000000E+000            0.037925           12.004375           10.872122            9.517897            8.603015            7.668516            6.608302            5.924253            5.737186            8.778140           10.194710            9.573386           11.177171            9.708646            8.835907            9.787432            7.892707            8.810795            9.744512            9.790304            7.872632            7.851888            8.831001            9.761621            7.875634            0.000000
  254         9.0000000000000000E+000         5.1631756430364883E-001         5.1631513854000577E-001         3.5797993044732710E+000         4.7934286689433625E+000        -1.3689630141937241E+000         0.0000000000000000E+000            0.037671           11.838002           10.695891            9.347257            8.445154            7.542742            6.501670            5.811548            5.629721            8.628865           10.024761            9.407046           11.006325            9.534797            8.690664            9.616701            7.760301            8.664864            9.573936            9.619925            7.740349            7.722031            8.685125            9.590860            7.743795            0.000000
  255         9.0000000000000000E+000         5.3232237651842740E-001         5.3231974381306557E-001         3.5841277962349589E+000         4.7777259801668901E+000        -1.3226968226284652E+000         0.0000000000000000E+000            0.037412           11.679525           10.527597            9.185087            8.294842            7.422525            6.398810            5.702118            5.526086            8.486181            9.863399            9.248613           10.843122            9.369444            8.551651            9.454422            7.633540            8.525244            9.411808            9.457979            7.613700            7.597580            8.545560            9.428569            7.617579            0.000000
  256         9.0000000000000000E+000         5.4772646220521992E-001         5.4772361956355797E-001         3.5882904020013537E+000         4.7625941426574414E+000        -1.2781623418541375E+000         0.0000000000000000E+000            0.037148           11.527546           10.366472            9.030728            8.151707            7.307487            6.299588            5.596361            5.426389            8.349769            9.709702            9.097552           10.686659            9.211930            8.418578            9.299923            7.512177            8.391632            9.257457            9.303791            7.492441            7.478305            8.412005            9.274078            7.496737            0.000000
  257         9.0000000000000000E+000         5.5983684776791520E-001         5.5983381274144839E-001         3.5919956475121451E+000         4.7511929955516319E+000        -1.2426237482366320E+000         0.0000000000000000E+000            0.036962           11.401512           10.233337            8.904467            8.035463            7.215555            6.221305            5.512774            5.348358            8.239017            9.583744            8.974043           10.557344            9.082778            8.310654            9.173495            7.414661            8.283259            9.131164            9.177626            7.395014            7.382550            8.303686            9.147674            7.399675            0.000000
  258         9.0000000000000000E+000         5.7189484977714977E-001         5.7189160828273289E-001         3.5957871109217430E+000         4.7399601297975344E+000        -1.2071120435579956E+000         0.0000000000000000E+000            0.036773           11.273031           10.098957            8.778061            7.919533            7.123753            6.143095            5.429783            5.271098            8.128210            9.457119            8.850346           10.426455            8.953325            8.202605            9.046877            7.317272            8.174778            9.004689            9.051265            7.297713            7.286867            8.195265            9.021100            7.302740            0.000000
  259         9.0000000000000000E+000         5.8438411233253351E-001         5.8438064574481974E-001         3.5997166171633710E+000         4.7283288297851600E+000        -1.1703238086101124E+000         0.0000000000000000E+000            0.036570           11.137205            9.958987            8.647451            7.800221            7.028625            6.061795            5.344558            5.191699            8.013683            9.325475            8.722506           10.289548            8.819457            8.090803            8.916003            7.216566            8.062550            8.873973            8.920642            7.197094            7.187834            8.083102            8.890297            7.202487            0.000000
  260         9.0000000000000000E+000         5.9617680741982237E-001         5.9617311691877717E-001         3.6034275193960053E+000         4.7173390961227675E+000        -1.1355780010851841E+000         0.0000000000000000E+000            0.036372           11.005596            9.825725            8.524138            7.688142            6.938596            5.984708            5.265048            5.117448            7.905629            9.200270            8.601825           10.158579            8.692964            7.985204            8.792397            7.121520            7.956563            8.750525            8.797257            7.102129            7.094285            7.977185            8.766781            7.107852            0.000000
  261         9.0000000000000000E+000         6.0515468308453946E-001         6.0515080837218738E-001         3.6068095723228444E+000         4.7106561903961612E+000        -1.1090266220845932E+000         0.0000000000000000E+000            0.036240           10.896109            9.716249            8.424794            7.599256            6.869153            5.926866            5.206205            5.063282            7.819949            9.098933            8.504765           10.050758            8.590601            7.901645            8.692730            7.047599            7.872674            8.651005            8.697782            7.028278            7.021647            7.893363            8.667215            7.034295            0.000000
  262         9.0000000000000000E+000         6.1289628586318290E-001         6.1289224114061158E-001         3.6100843455465728E+000         4.7059748516365199E+000        -1.0860635193990986E+000         0.0000000000000000E+000            0.036144           10.795253            9.616652            8.335907            7.520648            6.808752            5.877431            5.156639            5.018209            7.744020            9.007818            8.417972            9.952388            8.498694            7.827656            8.603489            6.982937            7.798387            8.561910            8.608715            6.963682            6.958151            7.819146            8.578089            6.969977            0.000000
  263         9.0000000000000000E+000         6.2150093034724907E-001         6.2149668764977717E-001         3.6137328781870970E+000         4.7007990877412364E+000        -1.0605331886741898E+000         0.0000000000000000E+000            0.036034           10.681053            9.505459            8.237563            7.433986            6.741617            5.822261            5.102097            4.968633            7.659872            8.906360            8.321872            9.842111            8.396902            7.745540            8.504725            6.911214            7.715963            8.463313            8.510133            6.892028            6.887640            7.736803            8.479469            6.898626            0.000000
  264         9.0000000000000000E+000         6.2978029414721193E-001         6.2977585189592933E-001         3.6172455785977542E+000         4.6958149815746344E+000        -1.0359556099607561E+000         0.0000000000000000E+000            0.035928           10.568770            9.398131            8.143373            7.351288            6.677099            5.769022            5.050332            4.921547            7.579155            8.808263            8.229786            9.735163            8.299345            7.666653            8.410115            6.842325            7.636802            8.368876            8.415684            6.823204            6.819841            7.657722            8.385019            6.830082            0.000000
  265         9.0000000000000000E+000         6.3775838776112548E-001         6.3775374440489019E-001         3.6206325093470868E+000         4.6910084988570464E+000        -1.0122604244370139E+000         0.0000000000000000E+000            0.035827           10.458012            9.294487            8.052966            7.272200            6.614820            5.717669            5.001291            4.876864            7.501599            8.712991            8.141387            9.631367            8.205687            7.590744            8.319307            6.776036            7.560645            8.278241            8.325010            6.756974            6.754540            7.581643            8.294379            6.764113            0.000000
  266         9.0000000000000000E+000         6.4545664187364893E-001         6.4545179588927692E-001         3.6239026505359835E+000         4.6863671091889465E+000        -9.8938483413463030E-001         0.0000000000000000E+000            0.035727           10.348458            9.194354            7.966019            7.196410            6.554543            5.668156            4.954908            4.834500            7.426963            8.620093            8.056386            9.530563            8.115627            7.517588            8.231985            6.712142            7.487266            8.191096            8.237798            6.693136            6.691548            7.508338            8.207232            6.700514            0.000000
  267         9.0000000000000000E+000         6.5347191824230877E-001         6.5346685121967485E-001         3.6273121545058657E+000         4.6815469401396683E+000        -9.6556078555863945E-001         0.0000000000000000E+000            0.035629           10.231300            9.090061            7.875756            7.118025            6.491682            5.616751            4.907766            4.791304            7.349467            8.522087            7.968191            9.424976            8.022187            7.441523            8.141359            6.645685            7.410981            8.100665            8.147259            6.626737            6.625987            7.432128            8.116800            6.634352            0.000000
  268         9.0000000000000000E+000         6.6196044889373806E-001         6.6195513695353836E-001         3.6309285256835295E+000         4.6764577048581053E+000        -9.4032338458400777E-001         0.0000000000000000E+000            0.035537           10.103110            8.979441            7.780409            7.035615            6.424881            5.562472            4.859248            4.746681            7.267609            8.416569            7.875098            9.312225            7.923542            7.361046            8.045670            6.575350            7.330286            8.005195            8.051629            6.556460            6.556544            7.351512            8.021332            6.564309            0.000000
  269         9.0000000000000000E+000         6.7013092318715750E-001         6.7012536439719805E-001         3.6344118605439015E+000         4.6715565830368408E+000        -9.1601917129292332E-001         0.0000000000000000E+000            0.035451            9.975071            8.872348            7.688862            6.956964            6.360335            5.510162            4.813809            4.704782            7.188971            8.313360            7.785745            9.202259            7.828800            7.283587            7.953825            6.507648            7.252639            7.913574            7.959817            6.488811            6.489621            7.273942            7.929721            6.496871            0.000000
  270         9.0000000000000000E+000         6.7800663943399497E-001         6.7800083190076177E-001         3.6377719388150518E+000         4.6668299292217537E+000        -8.9257978383663983E-001         0.0000000000000000E+000            0.035374            9.848227            8.768837            7.600936            6.881678            6.297949            5.459721            4.771051            4.665258            7.113381            8.212698            7.699947            9.095324            7.737804            7.209002            7.865638            6.442436            7.177893            7.825612            7.871636            6.423648            6.425095            7.199270            7.841775            6.431896            0.000000
  271         9.0000000000000000E+000         6.8560840936837952E-001         6.8560235123657076E-001         3.6410174952273433E+000         4.6622655495297876E+000        -8.6994415661236091E-001         0.0000000000000000E+000            0.035305            9.723503            8.668964            7.516465            6.809748            6.237640            5.411067            4.730625            4.627801            7.040680            8.114775            7.617530            8.991646            7.650409            7.137163            7.780929            6.379587            7.105912            7.741128            7.786911            6.360844            6.362857            7.127359            7.757310            6.369263            0.000000
  272         9.0000000000000000E+000         6.9383539905545577E-001         6.9382905679055706E-001         3.6445360895848147E+000         4.6573430244352370E+000        -8.4543968310187712E-001         0.0000000000000000E+000            0.035220            9.586961            8.561222            7.425584            6.732593            6.172358            5.358524            4.687692            4.587933            6.962360            8.008317            7.528862            8.879357            7.556435            7.059667            7.689793            6.311742            7.028277            7.650247            7.695738            6.293048            6.295628            7.049798            7.666450            6.301640            0.000000
  273         9.0000000000000000E+000         7.0283454652848265E-001         7.0282788111580585E-001         3.6483492740330647E+000         4.6525698369899837E+000        -8.1974002802510315E-001         0.0000000000000000E+000            0.035114            9.440823            8.447548            7.330097            6.651675            6.103849            5.303926            4.644067            4.547469            6.880162            7.895205            7.435730            8.760433            7.457726            6.978272            7.594012            6.240663            6.946735            7.554749            7.599893            6.222019            6.225175            6.968334            7.570974            6.230786            0.000000
  274         9.0000000000000000E+000         7.1311307654040557E-001         7.1310603119860994E-001         3.6526059150114443E+000         4.6486096516714790E+000        -7.9314421710598326E-001         0.0000000000000000E+000            0.034968            9.284472            8.327621            7.229997            6.567623            6.032862            5.248536            4.601255            4.508008            6.794515            7.775126            7.338168            8.634493            7.354240            6.893384            7.493528            6.167024            6.861722            7.454588            7.499313            6.148438            6.152203            6.883394            7.470834            6.157387            0.000000
  275         9.0000000000000000E+000         7.2302031531141553E-001         7.2301288585660783E-001         3.6567105728042386E+000         4.6447814928186881E+000        -7.6749098834361762E-001         0.0000000000000000E+000            0.034824            9.135054            8.213701            7.134716            6.487582            5.964668            5.195444            4.560665            4.470454            6.712738            7.659876            7.245289            8.514571            7.255917            6.812205            7.397859            6.096529            6.780409            7.359238            7.403523            6.077999            6.082313            6.802145            7.375500            6.087108            0.000000
  276         9.0000000000000000E+000         7.3258251547609310E-001         7.3257469782560125E-001         3.6606740055781559E+000         4.6410759923073304E+000        -7.4271361426952875E-001         0.0000000000000000E+000            0.034681            8.989992            8.104749            7.043716            6.411335            5.898891            5.144372            4.522458            4.434972            6.634496            7.548177            7.156610            8.399339            7.162147            6.734403            7.306506            6.028841            6.702505            7.268206            7.312024            6.010363            6.015145            6.724298            7.284482            6.019608            0.000000
  277         9.0000000000000000E+000         7.4279078467167547E-001         7.4278253454198762E-001         3.6649106297308807E+000         4.6371231996067852E+000        -7.1624362664580565E-001         0.0000000000000000E+000            0.034526            8.835033            7.989585            6.947603            6.330884            5.828821            5.090066            4.482456            4.397701            6.551653            7.429120            7.062922            8.277117            7.063233            6.651900            7.209988            5.956975            6.619910            7.172040            7.215323            5.938552            5.943785            6.641758            7.188331            5.947929            0.000000
  278         9.0000000000000000E+000         7.5302111824579054E-001         7.5301241298422683E-001         3.6691592681646332E+000         4.6331537157875484E+000        -6.8969685847516460E-001         0.0000000000000000E+000            0.034368            8.680639            7.875496            6.852381            6.251100            5.758867            5.035887            4.442858            4.360704            6.469328            7.310807            6.970014            8.155786            6.965346            6.569812            7.114276            5.885387            6.537741            7.076687            7.119407            5.867018            5.872666            6.559638            7.092991            5.876515            0.000000
  279         9.0000000000000000E+000         7.6307729569685834E-001         7.6306811850628598E-001         3.6733371983382801E+000         4.6292390927943696E+000        -6.6358283079698377E-001         0.0000000000000000E+000            0.034209            8.530688            7.764749            6.759863            6.173347            5.690478            4.982891            4.404107            4.324422            6.389056            7.196257            6.879596            8.037947            6.870328            6.489705            7.021139            5.815456            6.457561            6.983911            7.026055            5.797141            5.803180            6.479498            7.000223            5.806752            0.000000
  280         9.0000000000000000E+000         7.7278168652056278E-001         7.7277203197414246E-001         3.6773705746818672E+000         4.6254481733316997E+000        -6.3836270112563986E-001         0.0000000000000000E+000            0.034052            8.388482            7.659268            6.671595            6.098807            5.624925            4.932016            4.366610            4.289266            6.312169            7.088019            6.793137            7.925816            6.779737            6.412941            6.932096            5.748389            6.380731            6.895219            6.936799            5.730124            5.736541            6.402701            6.911534            5.739847            0.000000
  281         9.0000000000000000E+000         7.8215832069420732E-001         7.8214818351855175E-001         3.6812692729619148E+000         4.6217724509283560E+000        -6.1397534618657112E-001         0.0000000000000000E+000            0.033901            8.253198            7.558762            6.587273            6.027337            5.561927            4.883099            4.330459            4.255292            6.238450            6.985114            6.710414            7.819011            6.693288            6.339293            6.846919            5.683817            6.307023            6.810387            6.851408            5.665593            5.672353            6.329019            6.826701            5.675406            0.000000
  282         9.0000000000000000E+000         7.9187748264217717E-001         7.9186682564636013E-001         3.6853130941858647E+000         4.6179598783359079E+000        -5.8868373953984587E-001         0.0000000000000000E+000            0.033739            8.114682            7.455964            6.500864            5.953912            5.496956            4.832646            4.293214            4.220206            6.162656            6.879884            6.625545            7.709715            6.604813            6.263508            6.759544            5.617179            6.231184            6.723376            6.763801            5.598990            5.606079            6.253201            6.739684            5.608884            0.000000
  283         9.0000000000000000E+000         8.0146412287516000E-001         8.0145292998776596E-001         3.6893037147107477E+000         4.6141879296985948E+000        -5.6371788560011027E-001         0.0000000000000000E+000            0.033576            7.979593            7.355761            6.416638            5.882093            5.433222            4.783117            4.256612            4.185662            6.088481            6.777721            6.542634            7.603106            6.518616            6.189277            6.674194            5.551900            6.156906            6.638389            6.678208            5.533749            5.541148            6.178937            6.654689            5.543721            0.000000
  284         9.0000000000000000E+000         8.1137330077479852E-001         8.1136152022524810E-001         3.6934301670346663E+000         4.6102748824940365E+000        -5.3789160910106748E-001         0.0000000000000000E+000            0.033407            7.841387            7.253243            6.330573            5.808449            5.367747            4.732163            4.218839            4.149977            6.012395            6.674043            6.457675            7.493945            6.430586            6.113070            6.586771            5.485076            6.080658            6.551345            6.590517            5.466975            5.474699            6.102697            6.567633            5.477045            0.000000
  285         9.0000000000000000E+000         8.2094497493742113E-001         8.2093259974821997E-001         3.6974176944399106E+000         4.6064786983254251E+000        -5.1292208037360376E-001         0.0000000000000000E+000            0.033242            7.709074            7.155046            6.248334            5.737835            5.304922            4.683171            4.182336            4.115481            5.939436            6.575942            6.376346            7.389280            6.346461            6.039935            6.503017            5.421324            6.007489            6.467962            6.506487            5.403290            5.411348            6.029527            6.484234            5.413487            0.000000
  286         9.0000000000000000E+000         8.3020149097815610E-001         8.3018851438940322E-001         3.7012754919105459E+000         4.6027915541049698E+000        -4.8875250183309132E-001         0.0000000000000000E+000            0.033082            7.582102            7.060771            6.169693            5.670012            5.244562            4.635999            4.146979            4.082075            5.869366            6.483145            6.298344            7.288682            6.266138            5.969638            6.422640            5.360401            5.937164            6.387946            6.425823            5.342450            5.350858            5.959193            6.404198            5.352803            0.000000
  287         9.0000000000000000E+000         8.3949218199242615E-001         8.3947857810369597E-001         3.7051499330510111E+000         4.5990804080324068E+000        -4.6447370689882039E-001         0.0000000000000000E+000            0.032916            7.455773            6.967070            6.091690            5.602440            5.184285            4.588858            4.111503            4.048538            5.799550            6.392018            6.220677            7.188579            6.186482            5.899537            6.342680            5.299358            5.867040            6.308323            6.345562            5.281478            5.290212            5.889053            6.324559            5.291965            0.000000
  288         9.0000000000000000E+000         8.4853778019117243E-001         8.4852353947685233E-001         3.7089239188070682E+000         4.5954520887595640E+000        -4.4081331591907957E-001         0.0000000000000000E+000            0.032753            7.333884            6.876659            6.016592            5.537130            5.125872            4.543158            4.076972            4.015877            5.732059            6.305076            6.145689            7.091894            6.109726            5.831714            6.265463            5.239952            5.799200            6.231465            6.268052            5.222124            5.231144            5.821190            6.247662            5.232713            0.000000
  289         9.0000000000000000E+000         8.5802564812079918E-001         8.5801070174806915E-001         3.7128834030646893E+000         4.5916307237961638E+000        -4.1597655449228010E-001         0.0000000000000000E+000            0.032582            7.207251            6.782604            5.938673            5.469145            5.064904            4.495451            4.040771            3.981616            5.661786            6.215618            6.067698            6.991227            6.030159            5.761034            6.185089            5.177678            5.728509            6.151577            6.187373            5.159888            5.169174            5.750469            6.167742            5.170555            0.000000
  290         9.0000000000000000E+000         8.6752960370408772E-001         8.6751391519017651E-001         3.7168508843310821E+000         4.5877845098392704E+000        -3.9107418971075081E-001         0.0000000000000000E+000            0.032410            7.081670            6.689069            5.861426            5.401566            5.004133            4.447897            4.004525            3.947291            5.591905            6.127602            5.990177            6.891051            5.951292            5.690691            6.105285            5.115330            5.658160            6.072162            6.107100            5.097560            5.107075            5.680082            6.088294            5.108274            0.000000
  291         9.0000000000000000E+000         8.7672684749823926E-001         8.7671040819805968E-001         3.7206917279705212E+000         4.5840427013381460E+000        -3.6695016253613599E-001         0.0000000000000000E+000            0.032242            6.961363            6.599088            5.787370            5.336652            4.945604            4.402104            3.969460            3.914064            5.524752            6.043766            5.915668            6.794639            5.875663            5.623041            6.028576            5.055028            5.590508            5.995737            6.030007            5.037262            5.046960            5.612388            6.011853            5.047992            0.000000
  292         9.0000000000000000E+000         8.8570146715143638E-001         8.8568426414820745E-001         3.7244411257875316E+000         4.5803733441800052E+000        -3.4338586508765279E-001         0.0000000000000000E+000            0.032076            6.844978            6.511847            5.715867            5.273666            4.888919            4.357638            3.935254            3.881631            5.459705            5.963511            5.843512            6.701070            5.802636            5.557451            5.954241            4.996833            5.524923            5.921702            5.955320            4.979080            4.988966            5.546755            5.937776            4.989846            0.000000
  293         9.0000000000000000E+000         8.9434669871567585E-001         8.9432872789420514E-001         3.7280540855451405E+000         4.5768187637732982E+000        -3.2066185130746122E-001         0.0000000000000000E+000            0.031916            6.733834            6.428375            5.647707            5.213346            4.834770            4.314996            3.902306            3.850373            5.397488            5.887682            5.774524            6.611458            5.733025            5.494659            5.883080            4.941582            5.462142            5.850941            5.883884            4.923862            4.933956            5.483920            5.866978            4.934698            0.000000
  294         9.0000000000000000E+000         9.0318583672261055E-001         9.0316705038366663E-001         3.7313767200857271E+000         4.5726356348649251E+000        -2.9863056907689761E-001         0.0000000000000000E+000            0.031711            6.629748            6.349299            5.582798            5.155509            4.782557            4.273166            3.869226            3.818832            5.337859            5.816213            5.708719            6.526725            5.666794            5.434461            5.815316            4.888545            5.401956            5.783515            5.815735            4.870867            4.881161            5.423681            5.799518            4.881784            0.000000
  295         9.0000000000000000E+000         9.1302942170734147E-001         9.1300969645190211E-001         3.7343409443501234E+000         4.5669097098678133E+000        -2.7649745720995683E-001         0.0000000000000000E+000            0.031391            6.531474            6.272948            5.519137            5.098184            4.730106            4.229839            3.833574            3.784544            5.278800            5.746959            5.644174            6.445325            5.601964            5.374864            5.749036            4.835425            5.342375            5.717523            5.749078            4.817786            4.828260            5.364048            5.733496            4.828784            0.000000
  296         9.0000000000000000E+000         9.2254583893013020E-001         9.2252516415088448E-001         3.7372054730478519E+000         4.5613433245631354E+000        -2.5507391703048266E-001         0.0000000000000000E+000            0.031069            6.437334            6.199433            5.457880            5.043151            4.679579            4.188034            3.799074            3.751348            5.221907            5.680508            5.581997            6.366984            5.539579            5.317430            5.685200            4.784234            5.284957            5.653955            5.684903            4.766633            4.777273            5.306579            5.669897            4.777706            0.000000
  297         9.0000000000000000E+000         9.3174277166953789E-001         9.3172113867669992E-001         3.7399726563199440E+000         4.5559339110880250E+000        -2.3434442754834445E-001         0.0000000000000000E+000            0.030747            6.347236            6.128657            5.398908            4.990373            4.630890            4.147701            3.765697            3.719220            5.167094            5.616630            5.522093            6.291615            5.479519            5.262078            5.623702            4.734827            5.229625            5.592712            5.623077            4.717255            4.728043            5.251195            5.608626            4.728395            0.000000
  298         9.0000000000000000E+000         9.4064119312541250E-001         9.4061859348109689E-001         3.7426488249074596E+000         4.5506709419511484E+000        -2.1426344247628348E-001         0.0000000000000000E+000            0.030426            6.260856            6.060427            5.342077            4.939584            4.583922            4.108747            3.733370            3.688092            5.114228            5.555120            5.464313            6.219000            5.421636            5.208676            5.564388            4.687090            5.176244            5.533644            5.563446            4.669543            4.680460            5.197762            5.549530            4.680737            0.000000
  299         9.0000000000000000E+000         9.4926006594670054E-001         9.4923649145098388E-001         3.7452397045815942E+000         4.5455449059955377E+000        -1.9478978120957297E-001         0.0000000000000000E+000            0.030102            6.177835            5.994583            5.287304            4.890427            4.538595            4.071088            3.702019            3.657894            5.063208            5.496043            5.408550            6.148932            5.365845            5.157115            5.507144            4.641018            5.124706            5.476636            5.505886            4.623495            4.634531            5.146171            5.492495            4.634742            0.000000
  300         9.0000000000000000E+000         9.5814504382904109E-001         9.5812042175805634E-001         3.7479095534528106E+000         4.5402324377864485E+000        -1.7469081707967812E-001         0.0000000000000000E+000            0.029760            6.092954            5.926956            5.231096            4.839786            4.492026            4.032332            3.669665            3.626720            5.010788            5.435699            5.351259            6.076987            5.308590            5.104119            5.448334            4.593682            5.071734            5.418067            5.446742            4.576183            4.587337            5.093143            5.433897            4.587485            0.000000
  301         9.0000000000000000E+000         9.6764532900937650E-001         9.6761952878120105E-001         3.7507618403912391E+000         4.5345146653179897E+000        -1.5317238776881939E-001         0.0000000000000000E+000            0.029384            6.003041            5.854931            5.171252            4.785675            4.442389            3.990950            3.635024            3.593325            4.954915            5.371663            5.290201            6.000404            5.247631            5.047610            5.385665            4.543226            5.015254            5.355650            5.383711            4.525752            4.537026            5.036600            5.371452            4.537112            0.000000
  302         9.0000000000000000E+000         9.7683092505587732E-001         9.7680393522070363E-001         3.7535177604788332E+000         4.5289493350333920E+000        -1.3233734885693937E-001         0.0000000000000000E+000            0.029004            5.916965            5.785563            5.113603            4.733387            4.394530            3.950986            3.601491            3.560977            4.901040            5.310107            5.231338            5.926699            5.188911            4.993104            5.325260            4.494575            4.960780            5.295485            5.322952            4.477125            4.488510            4.982063            5.311258            4.488541            0.000000
  303         9.0000000000000000E+000         9.8815000154101962E-001         9.8812147756423396E-001         3.7566430367834469E+000         4.5216181392680079E+000        -1.0746516326015534E-001         0.0000000000000000E+000            0.028467            5.817334            5.704168            5.045419            4.671119            4.337386            3.902702            3.560414            3.521217            4.837078            5.237598            5.161746            5.840468            5.119523            4.928412            5.253940            4.436530            4.896126            5.224429            5.251226            4.419108            4.430613            4.917337            5.240169            4.430588            0.000000
  304         9.0000000000000000E+000         1.0008447149923454E+000         1.0008143827935105E+000         3.7600206726072973E+000         4.5131426439871998E+000        -7.9917967729733058E-002         0.0000000000000000E+000            0.027806            5.709403            5.614996            4.970374            4.602318            4.274213            3.849011            3.514434            3.476623            4.766533            5.157915            5.085160            5.746204            5.043190            4.857073            5.175518            4.372384            4.824830            5.146281            5.172364            4.354990            4.366616            4.845962            5.161986            4.366540            0.000000
  305         9.0000000000000000E+000         1.0103369521051331E+000         1.0103051963779175E+000         3.7624509207410299E+000         4.5066471885417583E+000        -5.9620263897748133E-002         0.0000000000000000E+000            0.027172            5.631427            5.549952            4.915421            4.551892            4.227755            3.809305            3.480211            3.443373            4.714747            5.099607            5.029075            5.677568            4.987319            4.804717            5.118128            4.325224            4.772499            5.089083            5.114655            4.307850            4.319560            4.793582            5.104763            4.319450            0.000000
  306         9.0000000000000000E+000         1.0194955873330196E+000         1.0194624004789967E+000         3.7647944584258117E+000         4.5003438837052538E+000        -4.0005004233416311E-002         0.0000000000000000E+000            0.026535            5.556834            5.487377            4.862529            4.503443            4.183002            3.771003            3.447139            3.411224            4.664841            5.043573            4.975064            5.611586            4.933547            4.754260            5.062871            4.279793            4.722061            5.034007            5.059087            4.262439            4.274224            4.743106            5.049662            4.274087            0.000000
  307         9.0000000000000000E+000         1.0260350073734614E+000         1.0260007678220728E+000         3.7664139753617381E+000         4.4957749214830312E+000        -2.6196717525908558E-002         0.0000000000000000E+000            0.026023            5.505183            5.443630            4.825434            4.469446            4.151506            3.743942            3.423680            3.388385            4.629781            5.004384            4.937181            5.565529            4.895844            4.718815            5.024141            4.247827            4.686630            4.995396            5.020140            4.230486            4.242322            4.707649            5.011035            4.242168            0.000000
  308         9.0000000000000000E+000         1.0327866701227368E+000         1.0327513009414930E+000         3.7680787211677647E+000         4.4910261568924605E+000        -1.1942455015765505E-002         0.0000000000000000E+000            0.025461            5.452288            5.398622            4.787235            4.434451            4.119048            3.716016            3.399434            3.364767            4.593661            4.964086            4.898165            5.518176            4.857025            4.682294            4.984261            4.214883            4.650125            4.955636            4.980037            4.197556            4.209441            4.671115            4.971258            4.209272            0.000000
  309         9.0000000000000000E+000         1.0392415285427963E+000         1.0392050475984449E+000         3.7696680458335519E+000         4.4864661125817111E+000         1.6962616973140879E-003         0.0000000000000000E+000            0.024899            5.402036            5.355681            4.750769            4.401052            4.088046            3.689318            3.376227            3.342152            4.559169            4.925643            4.860910            5.473025            4.819969            4.647415            4.946188            4.183416            4.615262            4.917676            4.941751            4.166102            4.178033            4.636223            4.933281            4.177852            0.000000
  310         9.0000000000000000E+000         1.0472241345502493E+000         1.0471862414385809E+000         3.7715626121962309E+000         4.4807271107591031E+000         1.8320968029348624E-002         0.0000000000000000E+000            0.024161            5.341623            5.303699            4.706473            4.360415            4.050251            3.656623            3.347671            3.314291            4.517228            4.879021            4.815666            5.418444            4.774973            4.605000            4.899981            4.145066            4.572874            4.871597            4.895286            4.127767            4.139749            4.593792            4.887184            4.139556            0.000000
